,이용횟수
9007614.0,3
4130280.0,4
9033822.0,1
4105342.0,4
8001834.0,3
4107915.0,2
9009461.0,1
4101760.0,1
8001535.0,5
9008077.0,1
4117672.0,2
9011840.0,1
4178849.0,1
8001787.0,4
1264.0,2
8001367.0,5
2800546.0,1
2801006.0,1
76242.0,1
2801123.0,1
4120779.0,1
4111939.0,6
4121872.0,3
9100878.0,2
4170463.0,5
73870.0,1
73875.0,2
9010795.0,1
4111783.0,4
3222.0,2
8722.0,2
4102476.0,2
4121468.0,1
4116605.0,2
9000269.0,1
9117926.0,2
4100255.0,4
4117865.0,2
4197718.0,2
9009645.0,1
9011471.0,3
4103184.0,2
9116666.0,8
4102244.0,1
9374.0,1
4110454.0,1
9036638.0,2
9034335.0,5
9002127.0,4
4195046.0,1
8002545.0,2
13229.0,5
9012462.0,1
4101361.0,3
9007661.0,1
8448.0,6
4103779.0,3
4101836.0,1
4171005.0,7
71212.0,3
9011619.0,1
2801478.0,1
4178990.0,1
4176686.0,2
2800561.0,2
2800840.0,2
70902.0,1
74203.0,4
8502134.0,2
10365.0,1
4116464.0,1
4105552.0,2
4115069.0,3
4110027.0,1
2801186.0,2
72270.0,2
9011922.0,2
9008440.0,1
4170034.0,2
10593.0,10
9012457.0,2
15361.0,1
4114890.0,3
4122066.0,2
70684.0,1
4105363.0,7
9197722.0,7
4121991.0,10
9010651.0,2
9002923.0,1
4117669.0,1
4176152.0,1
4170628.0,2
4178446.0,1
9009580.0,2
9007637.0,2
4108290.0,5
9514316.0,1
4118540.0,1
13458.0,2
4150483.0,1
9962.0,3
4103588.0,6
74433.0,1
8001572.0,1
4119471.0,5
9022109.0,4
4111317.0,3
8001417.0,2
9009886.0,1
9009724.0,1
4102304.0,1
4130363.0,5
4106984.0,4
4119797.0,8
4123269.0,4
8003058.0,7
4116254.0,4
8002165.0,5
4116774.0,3
71206.0,4
4113338.0,5
73767.0,4
4176947.0,2
4119347.0,5
4135427.0,1
2800231.0,1
2805292.0,1
9010127.0,6
4119674.0,1
4107029.0,4
4199896.0,1
4109485.0,1
9007922.0,1
9130101.0,2
2801848.0,3
8300548.0,2
4107848.0,1
9011175.0,1
9000107.0,3
9008861.0,3
4119747.0,1
9000258.0,1
4179185.0,1
8501901.0,1
4178959.0,2
4107974.0,1
4198858.0,2
4119338.0,5
4103289.0,1
4119376.0,1
8501199.0,1
9030499.0,1
4174225.0,1
4110302.0,2
9100165.0,2
2800048.0,1
9004619.0,1
4105602.0,7
4123519.0,3
9003564.0,2
8000715.0,2
4116186.0,1
9232745.0,4
4110716.0,1
9003530.0,2
4103269.0,3
4170297.0,2
4150426.0,5
4117877.0,1
4101758.0,3
4103590.0,3
4114985.0,5
4118347.0,5
9004254.0,1
4119481.0,1
9002653.0,3
10148.0,1
9007806.0,3
4195728.0,7
74767.0,2
9031062.0,2
4116997.0,2
4197003.0,4
70653.0,7
4107542.0,2
4170144.0,1
11293.0,1
71047.0,3
2806252.0,1
4112257.0,4
4174243.0,1
9558.0,11
4111929.0,1
4120043.0,2
9011993.0,3
4101935.0,1
4100551.0,5
4179447.0,1
33027.0,2
9007739.0,2
9840.0,4
4101423.0,4
4116174.0,1
4103792.0,2
4101931.0,2
4176915.0,6
4101367.0,3
10600.0,1
9003606.0,3
4115934.0,1
4150316.0,3
4197540.0,9
4102179.0,1
4115252.0,1
4121427.0,1
4121428.0,1
4150216.0,6
4199198.0,3
9011807.0,2
72247.0,2
9011469.0,1
4118261.0,5
9008200.0,1
4120047.0,6
71117.0,2
4170455.0,2
4118489.0,2
4100783.0,1
7951.0,3
75487.0,2
12903.0,1
9004692.0,1
4118228.0,2
4100714.0,3
4112004.0,2
8501909.0,4
9004275.0,3
9118419.0,1
8501852.0,1
4150281.0,1
9138.0,1
7101867.0,1
4102029.0,1
4170772.0,2
4119462.0,1
72872.0,3
4110097.0,2
4105241.0,1
70971.0,4
4115040.0,5
12593.0,1
4123442.0,2
9010149.0,1
71294.0,4
4107543.0,2
4173998.0,1
9010926.0,1
12371.0,1
4112184.0,2
4118515.0,3
4170711.0,3
4115114.0,1
4111801.0,4
4179187.0,2
4196900.0,5
4135027.0,4
5050088.0,3
5000090.0,2
8780.0,5
4100512.0,2
4197034.0,3
4196054.0,1
4195042.0,3
8004.0,2
4136460.0,2
4102360.0,1
4117901.0,3
4116359.0,8
4123580.0,1
4105690.0,1
2801710.0,1
2800250.0,1
9005373.0,1
4116006.0,3
4113487.0,1
4130389.0,3
9617.0,3
9007598.0,1
4178974.0,1
4112354.0,5
4102067.0,3
4102871.0,2
4101746.0,1
4103900.0,2
4115977.0,1
9006073.0,1
4117573.0,2
8818.0,3
8002286.0,1
9000419.0,1
4122360.0,3
4111985.0,1
8002655.0,9
9007103.0,4
4121337.0,2
15359.0,1
4150503.0,1
9003360.0,1
7000042.0,1
9003531.0,3
72522.0,1
4110403.0,1
4195583.0,1
2802509.0,1
4177637.0,1
9710.0,4
8002148.0,4
9010162.0,1
9030395.0,1
4115981.0,1
9014527.0,1
4103317.0,3
70913.0,2
4103822.0,2
4160278.0,3
9009185.0,2
4110708.0,1
4119261.0,2
9002246.0,2
9103640.0,1
4102658.0,1
4102669.0,1
11569.0,1
4195568.0,2
4117800.0,2
9859.0,2
9035917.0,2
4171021.0,1
4118264.0,4
4170581.0,1
4107038.0,2
9036938.0,1
12858.0,2
4110086.0,2
10488.0,1
4101704.0,1
75196.0,1
4197016.0,3
9001514.0,1
4118622.0,4
9003556.0,4
8001741.0,1
9000120.0,5
9034650.0,4
9010238.0,2
4117842.0,5
4179163.0,6
2806750.0,1
9011674.0,1
4103773.0,5
4130199.0,2
70938.0,6
8002176.0,1
4107049.0,4
4118306.0,2
4103973.0,1
9011667.0,5
4116634.0,1
9011205.0,4
4115948.0,4
9032099.0,1
4119968.0,1
4119955.0,1
15552.0,1
7102843.0,1
4101421.0,8
4171315.0,2
4102238.0,1
4105613.0,2
4195799.0,6
4107281.0,4
9034820.0,2
4174309.0,2
9011087.0,1
4103687.0,3
4135053.0,3
9030438.0,1
4199938.0,1
4116110.0,1
4100509.0,4
9007079.0,2
4176628.0,2
9130445.0,1
4117628.0,1
9008697.0,1
9007880.0,1
9036791.0,1
10591.0,2
4112152.0,4
4103746.0,4
4135094.0,6
8300561.0,3
4118433.0,6
4123806.0,1
4196111.0,2
2805273.0,2
4118331.0,7
8002329.0,1
4110469.0,2
9010198.0,1
4102336.0,6
4195031.0,2
4135090.0,2
4101981.0,1
7103148.0,1
4150588.0,1
4176523.0,1
9118232.0,1
4135056.0,2
115226.0,2
4119654.0,1
9011272.0,1
71839.0,1
4107862.0,6
7103126.0,2
4119710.0,1
2801701.0,1
9003494.0,3
4116581.0,2
4101375.0,1
4118143.0,6
9636750.0,3
9010083.0,1
4176137.0,6
4120076.0,2
8001125.0,1
4101888.0,1
9002249.0,1
4199931.0,3
9543.0,3
4100287.0,1
4114990.0,1
74939.0,2
4101567.0,1
2800555.0,1
9012514.0,1
9000924.0,3
9010399.0,1
9004279.0,1
8502116.0,3
9008997.0,2
4179344.0,3
9030522.0,1
4123395.0,4
4100881.0,1
9010917.0,1
4118221.0,1
9008462.0,1
4199759.0,1
9012816.0,2
4117630.0,4
75088.0,1
2801018.0,1
4103373.0,4
4101350.0,3
4197331.0,1
4195032.0,3
75078.0,3
4117645.0,2
74703.0,2
9002822.0,2
4100828.0,2
9011679.0,1
76788.0,1
4101147.0,2
8502081.0,2
11950.0,1
4199075.0,1
4103831.0,2
9011394.0,1
4113505.0,1
4110438.0,4
12012.0,2
12080.0,2
4116005.0,3
4122205.0,1
4115818.0,1
4110115.0,9
9008.0,1
9136640.0,4
9014247.0,2
2801153.0,1
4130322.0,1
4115972.0,1
4196110.0,1
4130833.0,1
9011506.0,1
4103788.0,3
9008324.0,1
4197499.0,1
7000126.0,1
4119676.0,1
70592.0,2
9009332.0,1
2801464.0,2
4101992.0,1
4176881.0,3
4115124.0,2
9179143.0,3
4105358.0,1
8453.0,2
2802522.0,1
2802375.0,5
9000417.0,1
9325.0,4
70908.0,2
4160085.0,4
9613395.0,2
8040.0,2
4101871.0,3
9633936.0,1
4179062.0,1
72763.0,2
4151660.0,2
9005455.0,1
4102216.0,2
9009054.0,1
9035007.0,1
9005391.0,3
4150080.0,1
4115202.0,1
4179189.0,3
8132.0,1
7633.0,1
4111969.0,4
4160148.0,2
9011195.0,1
7102487.0,2
4195012.0,4
9033161.0,1
9009192.0,1
4109877.0,4
4122405.0,2
75927.0,7
4113694.0,2
4122059.0,2
4114999.0,3
74442.0,1
4117768.0,1
4100911.0,1
431.0,2
4119259.0,2
9013023.0,1
4116699.0,6
4103553.0,3
10696.0,1
9011262.0,2
9000158.0,1
2800627.0,1
4197310.0,1
4197126.0,1
8002746.0,2
8001390.0,5
7620.0,4
2802280.0,1
4177364.0,1
9000124.0,4
4198899.0,4
75871.0,1
9010395.0,1
4115198.0,2
4120811.0,2
9010242.0,1
2800467.0,1
9176596.0,5
9671.0,2
9036369.0,1
8001378.0,1
8000750.0,2
11522.0,1
9006447.0,1
8002174.0,1
4135578.0,2
4118292.0,3
9001965.0,1
4196038.0,6
2806907.0,1
4176964.0,3
9755.0,2
9005288.0,5
4151265.0,1
4118303.0,3
15024.0,1
4151574.0,6
4119239.0,8
4195725.0,1
72874.0,1
4112008.0,2
2801369.0,1
4107086.0,1
4105323.0,2
4109839.0,3
4178717.0,1
13315.0,1
4119334.0,1
4111341.0,6
75738.0,2
4176864.0,1
4130264.0,1
9036586.0,4
9010058.0,1
9013998.0,3
4110059.0,6
4199720.0,3
72386.0,2
4178622.0,1
2801380.0,1
4110561.0,3
4119613.0,1
10896.0,1
4118534.0,3
4177106.0,1
9178960.0,3
4113831.0,1
11986.0,1
9600098.0,1
9036130.0,3
9013519.0,1
4112052.0,1
4114369.0,3
9007963.0,3
1009.0,2
4103943.0,1
2801119.0,1
9008361.0,3
4112379.0,3
4197203.0,2
4197204.0,2
4130362.0,3
4103850.0,1
4112101.0,3
4106600.0,1
9008434.0,2
4112371.0,1
8001680.0,4
74668.0,1
9011491.0,4
4100291.0,4
4102098.0,1
4105614.0,2
11797.0,1
4177581.0,1
7000045.0,2
4115450.0,1
4112492.0,2
9109172.0,1
4196507.0,3
79949.0,1
11414.0,2
9008569.0,3
4105243.0,1
4196570.0,1
2802794.0,1
4197041.0,1
2801831.0,1
4100955.0,1
8003064.0,2
4150308.0,1
4171388.0,3
4111211.0,1
9008565.0,2
9104279.0,1
4119335.0,1
4178449.0,4
4176315.0,1
4178079.0,2
4102127.0,3
4118446.0,2
11429.0,3
73760.0,1
4105896.0,1
4170032.0,1
13959.0,2
4197155.0,2
10864.0,1
4150430.0,2
5000088.0,2
70510.0,1
9011918.0,1
4103619.0,1
4101003.0,1
9005408.0,6
9008738.0,2
4170284.0,1
72870.0,2
4170031.0,3
4113460.0,1
4107655.0,1
9031502.0,2
70952.0,5
4107123.0,2
4111046.0,1
4115055.0,1
2807244.0,1
4102709.0,3
12320.0,1
8002524.0,3
4130037.0,4
8502107.0,2
4118387.0,3
4196912.0,4
4107770.0,1
8000278.0,2
70762.0,1
4100240.0,4
8392.0,2
9009733.0,1
4116949.0,10
4116487.0,2
4170269.0,4
4115084.0,3
10309.0,2
4107120.0,1
9011338.0,1
4119385.0,1
4118353.0,1
4116485.0,1
9718.0,2
8501935.0,1
9010955.0,2
4115950.0,1
4176845.0,2
71920.0,1
4199593.0,2
2558.0,1
4112193.0,3
2803022.0,1
9008277.0,5
9009078.0,1
9932.0,1
4107762.0,1
72540.0,4
8000996.0,1
4112142.0,2
8002657.0,2
10341.0,1
9636963.0,1
9034639.0,1
4195901.0,2
4118462.0,1
9000577.0,2
72185.0,1
4112332.0,7
4176846.0,4
4121675.0,1
9001983.0,3
4108232.0,5
4119362.0,6
4176477.0,1
8001676.0,3
9011134.0,1
9002998.0,1
4199374.0,1
2801044.0,2
2804917.0,1
9012818.0,8
9135014.0,4
2800835.0,3
4150132.0,3
4110794.0,2
75752.0,8
71213.0,1
4100517.0,2
8002729.0,1
2801058.0,2
4115316.0,2
31097.0,3
4130279.0,5
8002275.0,1
9001567.0,2
4151535.0,1
9005883.0,1
20229.0,1
4110180.0,1
9013244.0,1
4105742.0,2
9013748.0,1
4121612.0,1
9007199.0,1
8001393.0,3
9008159.0,2
9010130.0,3
4130205.0,1
4171003.0,2
4170782.0,2
4110674.0,1
75424.0,4
9008647.0,1
9004278.0,1
4136467.0,5
9001545.0,1
9010935.0,3
4179476.0,2
9002693.0,2
2802254.0,2
75987.0,2
4110675.0,3
9330.0,3
9673.0,3
4118874.0,1
4106794.0,12
8002391.0,2
4102838.0,4
72252.0,3
4196318.0,2
11287.0,1
8501633.0,2
2807109.0,1
4179178.0,4
2803275.0,1
4136260.0,1
2803121.0,1
11462.0,1
2802507.0,2
9008438.0,1
9011362.0,1
4119388.0,7
9008131.0,1
9001996.0,2
4119483.0,1
4114769.0,2
4118166.0,1
4116358.0,3
4115035.0,1
4122284.0,5
72960.0,1
4100925.0,2
4123684.0,2
9014694.0,1
9003860.0,2
4176821.0,3
9008248.0,2
9009408.0,2
4100616.0,2
4195893.0,3
7102479.0,2
4100502.0,1
4101875.0,13
4179206.0,7
4109279.0,1
2806831.0,2
2802005.0,3
4118241.0,1
9905.0,4
4105224.0,2
4118366.0,3
4130191.0,1
9012522.0,2
9004239.0,1
9031904.0,1
9003336.0,1
8002485.0,1
4171344.0,2
9012723.0,10
4118280.0,2
4116576.0,3
8001396.0,3
4117847.0,3
4176774.0,1
9009419.0,1
9003357.0,4
9093.0,4
4113904.0,1
9032645.0,1
4150557.0,3
4116049.0,1
4176684.0,4
4199548.0,1
4130275.0,1
9000142.0,1
7677.0,2
75600.0,3
9001922.0,1
9006794.0,2
9101942.0,1
9000684.0,1
4116212.0,3
9100042.0,1
2800799.0,1
4112204.0,1
4119018.0,1
4177086.0,2
32735.0,2
9010053.0,2
9010066.0,1
73768.0,1
9007998.0,3
4121342.0,1
9507036.0,1
8001509.0,2
4176133.0,1
4117631.0,3
9010591.0,2
4160210.0,1
4197440.0,1
8949.0,2
9119025.0,4
4110156.0,3
4117302.0,4
4105285.0,5
4101654.0,2
4115664.0,1
4103953.0,1
4117914.0,1
171283.0,1
8003153.0,1
4116551.0,1
4196928.0,1
4176825.0,1
4197495.0,1
9011787.0,1
4100223.0,2
4199726.0,3
71109.0,1
4174188.0,1
4102213.0,1
10631.0,1
4195551.0,1
4175620.0,1
4174873.0,2
4102849.0,4
14494.0,1
4119690.0,3
4199002.0,1
9011838.0,1
4123793.0,1
4119052.0,1
4103426.0,6
4196512.0,1
4196403.0,1
9105001.0,1
4199219.0,1
9036919.0,1
9009796.0,1
9004298.0,2
4112145.0,3
4130077.0,1
9008928.0,3
2802252.0,1
4151730.0,11
9013860.0,1
4102856.0,1
4130546.0,1
4178224.0,1
4118574.0,2
4105464.0,1
70032.0,1
9636970.0,1
4103815.0,4
4178949.0,1
2806174.0,1
7760.0,1
4150545.0,2
4101042.0,1
4105350.0,3
9007108.0,3
4116579.0,1
7103110.0,1
4197012.0,1
4170367.0,5
9009213.0,1
75356.0,1
9004560.0,1
4102808.0,2
9010534.0,1
9113373.0,2
4151602.0,1
4197252.0,1
9008743.0,1
9002713.0,1
4123417.0,1
4111663.0,2
4178999.0,2
4116639.0,2
4104796.0,1
4116628.0,6
4176816.0,1
4102241.0,1
4100770.0,2
4122410.0,2
9008644.0,1
2805902.0,1
9010120.0,1
9000355.0,2
4101489.0,5
4112350.0,1
11416.0,1
4196641.0,2
8269.0,8
9009168.0,2
76433.0,1
4112061.0,3
2801973.0,1
4103678.0,1
9103663.0,2
4110227.0,3
4614.0,3
4107683.0,3
9003146.0,1
8003079.0,3
8001627.0,1
4119604.0,4
9010103.0,1
8386.0,4
4100579.0,5
4105370.0,3
9111674.0,1
71227.0,1
4100699.0,1
8003050.0,1
8001828.0,1
8001827.0,1
8501748.0,2
4116431.0,2
4176291.0,1
4116107.0,3
4100304.0,1
4170125.0,1
4100668.0,2
4112272.0,2
4151587.0,2
9008461.0,1
11093.0,1
9003702.0,4
70912.0,2
4107340.0,1
4160142.0,1
4172607.0,1
4130039.0,3
2801952.0,2
9013846.0,1
9008426.0,1
72985.0,1
4101565.0,2
4108279.0,2
75761.0,2
9135026.0,3
8002167.0,2
7102409.0,3
4117875.0,4
9009131.0,2
13433.0,1
4112253.0,1
7662.0,2
4115946.0,1
4170261.0,1
2801712.0,1
4195104.0,1
4106876.0,1
4106877.0,1
4136263.0,3
7101672.0,1
4122280.0,7
9002792.0,2
4118277.0,1
2801391.0,1
9008153.0,2
2801076.0,1
72439.0,3
9004903.0,1
4100134.0,3
1209.0,1
7102750.0,1
70489.0,2
2800195.0,1
4117163.0,5
9106958.0,2
4103758.0,1
4197693.0,8
4178358.0,1
8001575.0,3
4117558.0,1
4196963.0,1
4102007.0,2
2802805.0,1
9196128.0,1
9012408.0,1
9150140.0,1
4101702.0,2
4195529.0,3
9009643.0,1
9013022.0,1
2801325.0,4
4176889.0,1
9523.0,1
11418.0,1
4150579.0,1
4120495.0,1
75144.0,2
13185.0,1
4170589.0,2
4101752.0,1
9014351.0,1
13675.0,2
4176615.0,3
75978.0,1
4102155.0,2
4112539.0,1
4102050.0,1
73324.0,2
9003392.0,1
4118115.0,3
2802842.0,3
2806507.0,2
9010361.0,1
4197130.0,1
8501091.0,1
9001070.0,2
4170996.0,1
4110276.0,3
4107328.0,2
4171026.0,7
9003557.0,6
9001984.0,2
4170090.0,1
4113275.0,1
9009153.0,3
4118334.0,5
9197431.0,1
9034413.0,3
9488.0,1
4198455.0,1
4118215.0,1
75428.0,3
4120482.0,2
4176932.0,2
4111828.0,1
4119059.0,1
4178436.0,1
4103884.0,2
4116180.0,3
4103837.0,6
10979.0,3
2803003.0,1
9010384.0,1
9007055.0,2
4112169.0,1
4101954.0,1
73665.0,3
4101706.0,2
4102068.0,1
4102069.0,6
4103387.0,6
9011882.0,3
4100540.0,1
4179171.0,2
4103761.0,2
9530.0,3
70751.0,3
4115546.0,2
4109195.0,3
4118465.0,1
4160059.0,1
4119250.0,2
4130266.0,1
10616.0,1
9003697.0,3
4117861.0,2
4176124.0,4
75129.0,1
4100928.0,1
4176414.0,1
1263.0,1
9011103.0,1
4101032.0,1
4105292.0,1
9122100.0,1
9005341.0,1
8003083.0,1
4176884.0,2
8501553.0,1
9176683.0,1
4121948.0,1
9005646.0,1
4107319.0,1
71566.0,2
9030450.0,1
12041.0,1
4103516.0,1
4103423.0,1
9100987.0,1
8003088.0,1
2800107.0,1
75306.0,1
76437.0,1
4111772.0,2
8501503.0,3
4195428.0,2
75390.0,1
4101933.0,1
9110224.0,1
4100350.0,3
4176554.0,1
4100189.0,6
4119305.0,2
9014245.0,1
9003371.0,2
4135076.0,2
8000372.0,2
4119558.0,1
9457.0,2
8501275.0,1
4197133.0,2
4175920.0,1
9011123.0,3
4123047.0,3
9830.0,2
9010458.0,1
9112644.0,2
9600855.0,2
4123574.0,1
75930.0,2
8501502.0,2
8501394.0,2
9358.0,3
4122411.0,4
9004029.0,2
75148.0,2
9012633.0,3
4179360.0,6
9011191.0,1
4199174.0,1
4100700.0,3
4101078.0,1
8502007.0,3
9008761.0,2
75149.0,3
4196129.0,1
4196835.0,3
9196634.0,3
4100785.0,1
9006839.0,1
4195721.0,5
8001419.0,3
8912.0,4
4107918.0,4
11929.0,3
75535.0,2
4118494.0,1
4119272.0,1
4105941.0,1
4195636.0,1
2801192.0,1
4111031.0,2
4177606.0,1
4116491.0,1
4105207.0,3
2801400.0,1
4116650.0,4
9987.0,5
4115164.0,3
4118346.0,1
4119936.0,1
4199194.0,2
4103777.0,11
8005220.0,1
4105697.0,1
9011085.0,2
8587.0,2
8863.0,3
9008665.0,2
4111708.0,2
4178986.0,4
4103841.0,2
4176485.0,3
2800511.0,1
9014136.0,1
9003358.0,2
9008273.0,1
4111892.0,1
75076.0,1
4116324.0,1
4178291.0,1
40023.0,4
4119301.0,1
9892.0,1
4196991.0,1
4196513.0,2
9036403.0,2
4171356.0,1
4150168.0,2
4196926.0,2
2802750.0,2
4102056.0,4
4121566.0,1
4118318.0,2
4130455.0,7
9100022.0,1
4178817.0,2
4176672.0,2
7583.0,1
4135996.0,1
4150617.0,1
2801095.0,1
1321.0,2
9012293.0,2
4110080.0,1
4160242.0,1
4103649.0,2
4117363.0,3
4119919.0,1
2805876.0,1
9010319.0,1
9011317.0,1
4117623.0,4
4178883.0,1
4196490.0,1
2803522.0,2
2803524.0,2
4118225.0,1
9011623.0,3
9004918.0,1
4105707.0,1
4117083.0,1
9034355.0,1
8002668.0,3
8002374.0,1
4117435.0,4
9014195.0,1
8501604.0,1
2801849.0,2
9005871.0,1
9100321.0,1
4176140.0,1
8002067.0,2
11035.0,1
4110941.0,1
2802751.0,1
4102284.0,2
4160149.0,1
8501476.0,1
4170221.0,1
9008116.0,1
4115002.0,2
8001675.0,3
4119914.0,1
7508.0,1
4107280.0,2
9175821.0,1
4102051.0,2
4102854.0,1
4103707.0,2
8003185.0,1
4170950.0,2
9007662.0,4
9007800.0,1
2801414.0,1
4101406.0,1
7102130.0,1
7587.0,1
8501073.0,1
4114775.0,1
4101280.0,1
4102095.0,1
4112299.0,1
4111437.0,2
9005090.0,2
9007805.0,1
4174234.0,2
4103411.0,3
4150266.0,1
4176107.0,4
4103403.0,1
8002603.0,1
9034949.0,4
4160137.0,1
8502267.0,3
4119685.0,1
7238.0,1
9960.0,1
9212490.0,2
9035541.0,1
9108470.0,2
10551.0,1
4119294.0,2
75230.0,1
9010153.0,1
7101785.0,3
4105315.0,2
4195687.0,1
4113841.0,1
4115070.0,1
4101465.0,2
8002519.0,2
2802896.0,1
4170761.0,1
4119349.0,2
9008452.0,1
4150263.0,5
9003077.0,1
11085.0,1
4102295.0,1
2803259.0,1
2801151.0,1
9806.0,1
4110240.0,3
9011527.0,1
4107617.0,1
9009428.0,1
76345.0,3
4101922.0,1
2806204.0,1
4197071.0,1
9002639.0,3
4121258.0,1
4105345.0,3
4106937.0,3
8501458.0,1
70906.0,2
4177298.0,1
2800608.0,1
9000073.0,5
171330.0,1
4112415.0,1
9013840.0,1
4123376.0,3
4122922.0,1
4175309.0,1
4119072.0,1
4115368.0,1
4170777.0,1
14893.0,2
72897.0,1
4170743.0,1
33029.0,2
4106910.0,1
4119468.0,1
4123703.0,1
9010182.0,2
4101363.0,2
4100641.0,8
4104905.0,1
4105779.0,2
4195385.0,1
4113506.0,1
4176253.0,1
5050125.0,1
4102245.0,1
9006010.0,1
9010787.0,2
8966.0,7
4115011.0,3
4123655.0,1
7101908.0,9
4198021.0,1
4114058.0,2
4118184.0,2
8501462.0,4
4111695.0,1
4176780.0,2
9119755.0,1
4107519.0,1
4119105.0,1
9014206.0,1
75152.0,2
9010165.0,1
7758.0,3
9134355.0,2
9010529.0,1
9034516.0,4
4123587.0,1
4103291.0,2
9000069.0,2
4110584.0,2
72150.0,1
4110216.0,1
4106527.0,1
4110409.0,3
9012748.0,1
4197583.0,1
4114952.0,1
8836.0,4
9136734.0,1
4199909.0,3
4107342.0,3
9102864.0,3
12186.0,2
4171163.0,2
4120803.0,1
4102930.0,1
2805158.0,2
4101221.0,2
9003356.0,1
4170028.0,5
4130040.0,1
2805650.0,1
9008593.0,2
9010440.0,1
4197105.0,1
4117873.0,3
4110598.0,1
4195375.0,2
71022.0,1
4196117.0,2
4199519.0,1
14826.0,1
75986.0,3
2800813.0,1
9004922.0,1
9004325.0,1
2800199.0,2
4178274.0,1
8501337.0,2
4170813.0,2
4174721.0,1
11997.0,2
4100631.0,3
9010957.0,2
4199567.0,2
2801951.0,1
4178716.0,1
7103387.0,3
4103680.0,2
4119045.0,1
4111717.0,1
4135384.0,1
4116526.0,1
4115949.0,1
4104713.0,1
9197579.0,1
9009225.0,1
9002722.0,2
9012546.0,2
4118506.0,3
4119036.0,2
9000530.0,2
4122253.0,2
9007692.0,2
9033782.0,1
4110229.0,3
70651.0,1
4103300.0,3
75472.0,1
9151255.0,1
9003640.0,1
4100404.0,2
72355.0,1
8001466.0,1
9010017.0,2
4112115.0,1
4195346.0,1
4119863.0,2
2805880.0,2
9000384.0,3
7103382.0,7
9013844.0,1
8001726.0,1
4102242.0,1
9034962.0,2
9010323.0,2
4103681.0,2
7101594.0,6
4107824.0,3
4117164.0,1
8501181.0,2
4103955.0,1
71970.0,1
75189.0,1
8601367.0,2
8872.0,1
75140.0,1
4110524.0,1
73279.0,2
9111855.0,3
4179193.0,1
4112237.0,2
4195968.0,1
4150315.0,1
9116696.0,2
4112233.0,5
9009319.0,1
4107992.0,1
4112373.0,3
4122339.0,2
4179211.0,7
9002924.0,1
4112326.0,1
9010507.0,2
9123583.0,1
9000442.0,2
4112206.0,1
2805836.0,2
4101889.0,1
4116236.0,1
4100403.0,1
16431.0,1
8501676.0,1
4101171.0,2
4176184.0,1
11709.0,1
9009664.0,1
4114755.0,2
4105628.0,1
4196515.0,1
9010372.0,2
4101923.0,6
2803810.0,2
4119040.0,2
76525.0,1
70630.0,3
9011501.0,2
9199447.0,6
4121346.0,1
4100333.0,1
9011530.0,2
9013139.0,1
4114899.0,2
9001336.0,2
4199888.0,1
4100569.0,4
75432.0,2
71073.0,2
9000920.0,1
4107189.0,1
8501083.0,2
4111980.0,2
9007642.0,1
4102087.0,1
4121358.0,1
9007189.0,2
4101626.0,1
4177361.0,1
4196115.0,5
8501905.0,1
4179205.0,1
2802900.0,1
2802911.0,1
4119193.0,2
4116558.0,1
4199820.0,1
14948.0,2
4101853.0,1
9034764.0,2
4119364.0,3
4113967.0,1
9036916.0,2
9011203.0,1
4170002.0,2
4150290.0,1
8002335.0,2
4119565.0,1
9011744.0,1
71601.0,2
9004247.0,2
7102014.0,2
9034320.0,1
4103843.0,1
12883.0,1
10237.0,2
75143.0,2
4197477.0,1
4151626.0,3
4178792.0,1
32741.0,1
9776.0,1
16303.0,1
9008388.0,1
8000530.0,1
9005692.0,1
4172633.0,1
9672.0,1
4116698.0,3
4170086.0,1
4179288.0,1
8501396.0,2
9119239.0,1
9109555.0,1
4110184.0,2
4176519.0,3
4199719.0,3
70635.0,1
4110719.0,2
4114960.0,1
4112113.0,1
4102417.0,1
4170688.0,1
4179172.0,1
8000958.0,1
71999.0,1
4150434.0,1
9008608.0,1
4101838.0,1
4199910.0,1
4110450.0,1
4107316.0,1
4101179.0,1
72760.0,2
4117572.0,3
9010577.0,1
76243.0,2
9002732.0,1
9012649.0,2
2802807.0,1
11451.0,1
9009128.0,2
11291.0,1
8501814.0,1
8502110.0,1
9110093.0,2
9000558.0,1
4107392.0,1
4178993.0,1
4178208.0,1
2801958.0,1
73187.0,2
4170599.0,4
7102394.0,4
8000733.0,2
9010752.0,1
8541.0,1
9008441.0,1
4103358.0,1
4117652.0,1
9002124.0,1
9102633.0,2
4195203.0,1
4119952.0,5
4170642.0,1
4117013.0,3
9008852.0,1
4112114.0,2
4110029.0,3
4107665.0,1
75206.0,1
78859.0,2
16087.0,3
4105591.0,1
4101275.0,1
4115008.0,2
4110626.0,1
4115908.0,2
9011751.0,1
4102836.0,1
4119264.0,3
7844.0,2
75900.0,1
73654.0,1
9002882.0,1
4100580.0,5
9007698.0,1
4107883.0,1
9824.0,3
4118218.0,2
4103421.0,2
15241.0,2
4109827.0,1
9008375.0,2
9013073.0,1
4111061.0,1
4177359.0,1
9001649.0,1
4103456.0,2
9009805.0,2
4103320.0,2
2801234.0,1
4120166.0,1
4119860.0,1
4119804.0,1
4101917.0,1
13778.0,1
9008340.0,1
9009072.0,1
4119594.0,1
4177599.0,2
2800999.0,2
4107812.0,2
9000058.0,5
9012717.0,1
9010223.0,1
9004283.0,1
73728.0,1
